Airline,Flight,AirportFrom,AirportTo,DayOfWeek,Time,Length,Delay
WN,102,BWI,MHT,4,1060,80,1
UA,41,SFO,LIH,7,567,339,0
OO,6399,MRY,SFO,6,351,39,0
UA,965,IAD,IAH,7,1028,217,0
EV,7117,DTW,IAD,2,360,90,1
WN,897,PHX,SNA,4,445,80,0
US,714,DFW,PHL,4,785,189,0
AA,739,LGA,DFW,2,670,245,
MQ,4041,ORD,BMI,3,920,50,0
WN,576,BNA,DTW,1,705,95,
YV,7285,IAD,ORF,5,745,56,0
WN,861,BOS,PHL,1,800,100,1
UA,822,IAD,RDU,4,1053,72,1
EV,5473,ATL,LFT,7,1227,107,1
WN,1972,MCO,ORF,6,1080,110,1
OH,6409,CVG,GRR,4,1235,71,0
XE,2284,IAH,TYS,7,1032,114,0
DL,1231,SLC,MSY,2,835,194,0
DL,1929,ATL,SEA,7,600,340,1
MQ,4597,RDU,LGA,6,870,90,1
XE,5906,ORD,ROA,3,426,95,0
OO,6957,MKE,DEN,1,1108,170,
AS,3,DCA,SEA,4,1065,355,0
EV,5327,MEM,HSV,5,570,62,0
B6,443,BOS,TPA,3,507,204,1
AA,1132,DFW,TPA,4,870,135,1
DL,158,DTW,LGA,3,1170,116,1
WN,1234,OAK,SAN,7,745,85,1
AA,1178,SLC,ORD,7,720,195,0
DL,2023,BOS,DTW,1,537,148,
AA,1659,ORD,MCI,3,1225,85,0
UA,414,ORD,BDL,5,366,129,0
OO,7002,COS,DEN,2,925,40,
UA,765,DEN,LAX,6,1128,157,1
OO,6546,MFR,PDX,2,549,74,0
US,2115,BOS,LGA,5,360,70,0
MQ,3641,MIA,CMH,1,1045,160,1
OO,6509,TUS,LAX,4,571,92,0
FL,1435,PHF,BOS,4,390,89,1
EV,5059,ATL,XNA,2,1230,120,0
WN,1636,HOU,DAL,3,375,60,0
OO,4481,SLC,BOI,2,615,68,1
DL,1885,ATL,MSY,7,665,103,1
FL,349,BWI,SRQ,5,851,145,1
WN,1099,OAK,MCI,3,645,200,1
WN,1345,LIT,DAL,7,575,65,0
EV,5149,OKC,MEM,3,370,95,0
OO,6942,COS,DEN,6,745,40,
EV,7110,PWM,IAD,2,1144,107,0
XE,2433,IAH,LBB,3,683,91,0
9E,4246,IND,DTW,5,608,80,
AA,824,FLL,JFK,1,1195,170,0
WN,1332,PHX,OKC,7,835,120,1
OO,6864,ICT,ORD,4,1075,109,1
US,1882,MCI,CLT,5,1106,130,1
EV,5240,ATL,ICT,7,650,147,0
US,1153,PHL,DFW,4,575,225,
B6,46,MCO,JFK,7,638,142,0
WN,782,LAX,MDW,3,445,240,1
WN,981,BUR,OAK,7,1045,75,0
CO,32,MSY,IAH,5,739,74,1
MQ,3373,CRP,DFW,3,495,80,
OO,6470,LAX,SLC,4,1260,106,1
AA,1725,IND,DFW,4,1175,145,
OO,4723,SLC,LGB,4,905,115,1
YV,7257,IAD,SAT,5,1040,234,0
AS,690,SEA,GEG,4,720,60,0
F9,843,DEN,SEA,2,1090,177,1
9E,4228,BDL,CVG,4,615,147,1
DL,1895,ATL,IAH,3,1290,133,0
US,627,PHX,OAK,3,1270,123,0
US,1890,PBI,CLT,3,900,112,0
9E,4264,PNS,ATL,2,709,70,1
DL,2011,ATL,DFW,4,957,148,
OO,6302,ORD,LIT,5,1205,106,1
DL,2518,MCO,ATL,4,990,100,1
F9,612,DEN,IND,6,1150,140,0
WN,860,BWI,MKE,4,745,125,1
AA,1578,MFE,DFW,4,715,100,
DL,2369,ATL,MCO,6,780,90,0
AA,1084,SJC,DFW,3,1040,190,
WN,2196,FLL,HOU,6,755,175,1
EV,4956,MEM,BOS,5,515,168,0
OO,6455,LAX,YUM,5,577,70,1
MQ,3643,JAX,MIA,3,715,80,1
AA,253,LAX,OGG,6,525,345,1
DL,2558,ATL,SRQ,4,1220,93,0
DL,1110,DTW,RDU,4,825,103,1
WN,732,TPA,BUF,1,865,160,0
AA,802,SNA,DFW,2,580,170,
MQ,3392,FSM,DFW,5,605,65,
DL,1489,MKE,ATL,5,740,125,0
UA,424,IAD,BOS,3,742,97,0
OO,6377,CPR,DEN,1,765,55,
OH,6506,MSP,DFW,1,790,164,
YV,2967,SFO,LAS,1,720,92,0
MQ,3531,DFW,CLE,1,1125,145,0
AA,1829,CLT,DFW,7,560,180,
YV,2854,FLG,PHX,7,465,71,0
B6,134,RSW,JFK,7,562,158,1
DL,1322,MSY,ATL,6,975,89,0
B6,321,IAD,OAK,7,1131,354,1
DL,1822,DTW,BOS,1,1300,119,1
B6,350,BUR,JFK,5,430,314,0
XE,3074,EWR,PVD,6,495,65,0
MQ,2749,DFW,DAY,2,545,135,0
OO,4750,SLC,HLN,1,1201,79,0
WN,1316,HOU,MSY,3,410,65,0
WN,1472,DEN,LAX,3,380,155,0
WN,1338,SAT,ELP,3,440,90,1
WN,1427,FLL,BNA,1,585,145,0
MQ,4387,DCA,RDU,4,810,65,0
OH,6384,CVG,LGA,3,670,119,0
OH,6296,MKE,CVG,6,780,76,0
MQ,3118,RNO,LAX,1,480,105,0
9E,4360,LNK,MSP,4,400,82,0
AS,695,GEG,SEA,1,1185,63,0
WN,993,DEN,IAD,2,1075,185,1
AA,1696,MSY,ORD,2,1055,150,0
OO,6475,YUM,LAX,7,1127,77,1
DL,2409,SLC,LAS,4,580,90,1
YV,2751,ABQ,PHX,7,1125,90,0
B6,321,IAD,OAK,5,1131,354,0
DL,1121,SLC,DTW,7,670,210,0
AA,1259,DFW,DEN,4,755,125,
EV,5273,MEM,JAN,6,875,63,0
FL,79,ATL,FLL,4,1325,105,1
WN,1853,SMF,LAX,5,805,80,1
MQ,2857,DFW,JAN,7,860,80,0
MQ,4256,ORD,CHA,3,475,95,0
US,81,SFO,PHX,4,360,111,0
XE,2757,MCO,IAH,2,945,165,1
CO,1558,SNA,IAH,2,710,186,0
OO,4873,COS,SLC,1,1140,102,0
UA,853,SAN,SFO,2,710,99,1
WN,3843,BUR,PHX,3,580,85,0
DL,2317,DTW,LAS,6,705,277,1
EV,5275,FAY,ATL,5,360,91,0
US,864,JAX,PHL,5,400,126,0
XE,2550,IAH,CLT,5,854,135,1
MQ,3624,PNS,MIA,6,420,100,0
US,1178,CLT,BWI,5,795,83,0
WN,422,BWI,RSW,2,620,165,1
WN,807,OAK,BOI,5,545,90,1
US,1165,PHL,CLT,6,1245,105,0
FL,736,MSP,MKE,5,1025,73,0
OO,7053,DEN,GEG,7,944,149,1
HA,362,HNL,ITO,5,1100,51,0
MQ,4436,BNA,DCA,2,390,105,0
AA,1410,DFW,TUL,3,1340,55,1
WN,1424,SFO,SAN,3,425,85,0
WN,403,DAL,LIT,5,850,60,1
DL,2459,ATL,STL,1,445,109,0
EV,7350,MEM,OKC,3,1165,90,0
YV,2853,YUM,PHX,2,475,68,0
EV,5272,MEM,CLE,3,510,109,0
MQ,3216,HOU,DFW,6,730,70,
OO,6943,PDX,SEA,7,529,50,1
9E,4114,MSN,DTW,5,625,87,
WN,987,DEN,PHX,5,735,115,0
B6,337,IAD,MCO,6,1195,134,0
MQ,2959,SHV,DFW,5,945,60,
OH,6628,DFW,CVG,5,420,131,0
CO,1421,CLE,DEN,1,540,205,
DL,1024,BDL,ATL,4,365,175,0
EV,5517,CAE,ATL,3,995,74,0
WN,1548,OAK,LAX,4,1080,75,1
FL,901,PHF,ATL,1,360,123,0
DL,1678,ATL,MEM,6,960,85,1
OO,6853,ORD,CWA,4,522,57,0
DL,2921,IND,MSP,3,410,115,0
AA,652,DFW,RIC,5,535,155,0
OO,6548,ATW,ORD,5,360,54,0
DL,1523,BOS,DTW,1,986,144,1
AA,1626,DFW,BNA,1,1225,100,0
WN,594,BOS,MDW,5,360,175,1
DL,2564,CVG,JFK,7,920,132,0
WN,1326,LAS,SNA,3,535,60,1
YV,2749,SAT,PHX,7,900,147,0
DL,1854,ATL,CMH,1,1105,92,1
EV,5416,ATL,LFT,2,600,119,1
MQ,4420,BOS,LGA,7,360,80,0
OO,4456,SLC,LWS,2,667,91,0
9E,3757,DTW,RST,2,515,105,0
DL,1909,ATL,DAB,5,580,92,0
MQ,4689,LGA,CLE,2,875,110,1
DL,2783,BDL,ATL,4,628,161,0
US,594,SLC,PHX,7,815,95,1
DL,2060,ATL,COS,3,1130,195,1
XE,2135,JAX,IAH,7,720,152,1
WN,2206,PHX,SAT,3,1195,125,1
WN,1533,ELP,SAT,1,1160,75,1
OO,6486,CPR,DEN,3,1021,55,
AA,1277,DFW,AUS,7,970,60,1
9E,3759,DTW,SBN,6,520,59,0
AA,607,ORD,LAX,3,1215,275,1
MQ,4241,ORD,RDU,6,1185,120,1
WN,1356,JAX,TPA,4,805,55,1
AA,1209,DFW,SJC,5,745,230,0
CO,1800,FLL,EWR,2,1050,177,1
DL,1412,ATL,ORD,5,735,125,1
OO,6239,BHM,DEN,4,506,190,
EV,5584,ATL,AVL,3,615,57,0
AS,864,OGG,PDX,3,780,310,1
MQ,4310,CLT,ORD,4,670,125,0
XE,2355,CLE,ALB,3,915,75,1
OO,6246,LAX,FAT,3,515,68,0
XE,2956,IAH,AUS,4,1380,46,0
CO,667,SEA,ANC,6,1262,212,1
B6,1253,BOS,IAD,5,840,101,0
WN,1084,DAL,LIT,3,1025,60,1
OO,4601,IDA,SLC,2,490,56,0
AA,692,MIA,EWR,3,715,185,1
B6,295,SEA,LGB,5,1055,152,0
OO,6631,MKE,ORD,7,695,50,1
F9,619,IND,DEN,3,988,167,
WN,1306,ABQ,LAS,5,785,95,0
B6,1795,DCA,FLL,1,470,151,0
HA,543,OGG,HNL,2,1031,34,1
DL,2285,BDL,ATL,4,926,165,1
EV,5320,ATL,ICT,7,528,151,1
UA,20,SMF,DEN,7,477,155,
UA,170,LAX,SFO,5,1031,84,1
MQ,3908,CRW,ORD,4,360,105,0
DL,342,ATL,BNA,4,1243,71,0
UA,163,BOS,LAX,3,383,400,0
FL,1200,MDW,RSW,2,617,165,1
EV,5345,ATL,SHV,6,1290,116,1
XE,2579,IAH,SAT,3,480,59,0
WN,2093,BWI,MHT,6,760,75,0
AA,1141,JFK,MIA,1,345,190,0
WN,3481,BDL,TPA,3,445,195,0
OO,6752,FWA,ORD,2,1202,63,0
AS,184,FAI,ANC,1,720,64,0
US,74,PHL,SEA,1,1070,368,1
WN,660,LAX,PHX,1,1295,75,1
YV,7212,ROC,IAD,1,1197,72,1
DL,1787,MSP,SAN,4,1290,238,1
US,622,PHX,LAS,3,965,70,0
F9,358,DEN,TPA,5,700,204,0
OO,7051,PDX,SEA,3,1316,49,0
MQ,3280,CRP,DFW,4,360,80,
F9,366,DEN,MKE,3,400,133,1
FL,134,TPA,ATL,7,480,100,0
WN,3408,LAS,TUS,4,1180,70,0
EV,5460,ATL,ROC,6,575,129,1
WN,3926,MCI,LAS,3,890,195,0
B6,1060,AUS,JFK,4,420,205,1
OO,6435,BOI,SFO,3,884,105,0
AA,475,EWR,ORD,6,445,175,0
MQ,3020,FAT,LAX,1,555,65,0
B6,991,JFK,PBI,3,770,173,0
YV,2766,PHX,SAT,1,795,127,0
MQ,2965,LRD,DFW,4,460,85,
DL,1146,PIT,DTW,1,1165,83,0
US,517,PHX,OMA,4,1185,152,0
AS,195,ANC,FAI,4,1435,56,0
OH,6493,GSO,DTW,5,435,125,1
CO,345,CLE,IAH,6,520,192,1
B6,36,JFK,ROC,5,1060,88,0
CO,490,SLC,IAH,6,330,180,0
US,612,PDX,PHX,6,525,148,0
EV,5566,ATL,EWN,5,608,95,0
FL,763,PBI,ATL,6,1184,107,1
AA,252,LAX,MIA,7,875,280,0
HA,15,SAN,HNL,5,550,365,0
AA,222,LAX,BOS,7,445,320,0
DL,1235,EWR,SLC,5,420,327,0
B6,463,BOS,RSW,3,990,216,0
MQ,3236,GRK,DFW,5,715,50,
OO,6369,TUS,SFO,6,360,133,0
AS,623,LAS,PDX,5,985,143,0
EV,5046,ATL,AGS,6,615,69,1
B6,1235,BOS,RDU,1,365,125,0
UA,782,ABQ,IAD,2,485,223,0
XE,2024,IAH,BTR,2,1280,61,0
AA,2024,DFW,BNA,3,730,100,0
WN,1427,BNA,MSY,4,940,95,1
WN,1630,SJC,LAS,1,1040,85,1
B6,740,PSE,JFK,2,363,237,0
OO,4695,SLC,LAS,1,1020,90,1
OO,6406,EUG,SFO,1,766,90,1
EV,5135,ATL,ECP,7,905,72,0
OO,4703,MCI,SLC,4,865,162,0
XE,2323,ALB,CLE,1,370,102,1
XE,3123,IND,EWR,2,621,118,0
WN,719,BWI,MCO,1,1005,140,1
DL,1197,LAX,OGG,3,518,348,1
EV,4955,HSV,MEM,6,400,70,1
UA,491,FSD,DEN,4,392,108,
WN,525,LAX,AUS,4,580,170,0
WN,1125,LAX,LAS,3,830,65,1
9E,4257,BOS,RDU,5,735,135,0
DL,2731,DTW,STL,2,445,118,1
OO,6928,FAR,DEN,3,1187,122,
OH,6360,MDT,DTW,5,370,107,0
MQ,4009,PIT,ORD,2,780,100,0
YV,2757,TUS,PHX,2,960,49,0
US,1602,CLT,RDU,2,1189,48,1
WN,2108,BNA,TPA,2,965,105,1
DL,1514,ATL,DAB,6,800,75,1
WN,1921,OAK,LAX,5,605,75,1
DL,2985,MKE,MSP,3,720,79,1
AA,1488,DEN,MIA,5,1435,220,1
DL,1702,LAS,ATL,2,420,225,1
AA,1865,IND,DFW,7,1040,150,
OO,6527,MTJ,DEN,4,773,54,
OO,6262,DEN,ONT,5,677,144,1
WN,3837,AUS,DAL,4,535,55,1
AA,1627,DFW,MCI,6,565,90,1
AA,1418,SAN,DFW,3,450,175,
UA,472,ORD,CMH,1,785,76,0
AA,656,BUR,DFW,1,925,180,
WN,549,DEN,PHX,5,1300,120,1
DL,2502,MCO,CVG,6,494,131,0
UA,251,IAD,PDX,2,1089,359,1
AA,523,DFW,ELP,4,1220,105,1
WN,876,PHX,SJC,5,835,115,0
AS,631,TUS,SEA,6,1005,190,0
MQ,4284,EVV,ORD,2,810,85,0
WN,1360,FLL,MSY,3,445,130,1
EV,5526,HOU,ATL,7,947,118,1
DL,2671,DCA,MCO,1,839,139,1
WN,2364,SDF,MDW,3,885,70,1
AA,1462,ORD,EWR,1,530,125,0
WN,2020,BOI,PDX,3,1085,75,1
OO,6857,GJT,DEN,4,438,58,
FL,1464,MCO,MDW,3,841,163,0
UA,22,ROC,ORD,5,452,121,1
DL,2385,BOS,CVG,6,365,145,0
OH,6281,CVG,IAH,7,555,174,1
UA,648,DEN,PIT,4,602,181,0
MQ,4282,ORD,BDL,4,490,130,1
EV,5030,AGS,ATL,4,985,61,0
WN,3668,PHX,ONT,4,810,70,1
US,1268,PHL,SJU,5,465,226,1
EV,5167,MEM,LFT,2,1160,84,0
MQ,2879,DFW,XNA,7,1170,70,0
DL,150,ATL,IAD,4,595,110,0
WN,2871,DAL,ABQ,2,1070,115,1
XE,2755,IAH,ELP,3,900,118,1
DL,2680,SEA,DTW,7,1405,249,
OO,4615,CID,MSP,4,415,66,0
EV,5237,DCA,BOS,2,1015,105,0
AA,556,SAN,ORD,5,725,250,0
WN,601,SJC,LAX,3,725,70,1
DL,2190,ATL,BUF,7,645,127,1
OH,6429,CHS,DTW,5,760,137,
UA,738,DEN,MCO,2,488,213,0
OH,6333,ROC,DTW,7,930,92,
OO,4578,SJC,SLC,2,984,110,1
FL,1039,TPA,PIT,5,889,137,0
DL,2411,ATL,DFW,7,655,160,
WN,653,BNA,PHL,4,900,120,1
OO,6496,LAX,COS,4,1250,127,0
B6,94,OAK,JFK,1,460,322,0
YV,2703,SDF,CLT,6,405,86,0
CO,212,IAH,SJU,4,615,247,1
YV,2779,PHX,MRY,5,1258,116,0
DL,1600,ATL,BOS,5,455,148,1
OO,6827,ORD,MEM,5,1266,100,1
WN,1950,MDW,PVD,7,1230,130,0
YV,2667,CLT,SAT,7,595,201,1
WN,1763,ISP,PBI,2,1135,180,1
AA,509,DTW,DFW,3,385,185,
XE,5921,DTW,ORD,2,835,78,1
XE,2098,IAH,MSP,3,1275,159,1
UA,532,ORD,BOS,5,606,139,0
DL,2744,SAN,MSP,5,715,226,0
CO,669,SFO,IAH,2,515,226,1
OH,6308,MEM,BOS,1,515,166,0
WN,1456,LAX,ELP,5,615,110,1
US,1429,LGA,CLT,1,525,127,0
MQ,3964,BWI,ORD,2,665,130,0
WN,1099,MCI,STL,1,990,55,1
OO,4612,ABQ,SLC,5,783,92,1
WN,30,ELP,PHX,2,960,75,1
YV,2856,PHX,FLG,7,660,69,0
US,88,ATL,PHX,6,465,269,1
OO,6443,OKC,LAX,4,658,192,0
FL,348,SRQ,BWI,7,1038,134,0
9E,4056,GRB,MSP,3,395,80,0
WN,1272,DAL,LIT,6,840,60,1
FL,962,BOS,CAK,7,1203,109,0
OO,4585,SLC,GJT,3,1206,70,1
WN,2278,BWI,MSY,3,930,180,0
AA,451,ORD,SFO,7,630,290,1
9E,3959,ERI,DTW,3,345,65,0
OO,6431,LAX,SAT,2,859,163,1
MQ,4289,CHA,ORD,5,1035,110,0
WN,3071,MDW,DEN,2,1080,170,
FL,453,MSY,ATL,5,610,81,1
B6,280,LGB,LAS,5,611,66,0
WN,837,SAN,PHX,1,1190,70,1
UA,843,LAX,ORD,7,855,244,1
DL,1737,BWI,DTW,5,585,95,1
AA,2094,MSP,DFW,1,835,155,
OO,6431,SAT,LAX,6,1221,197,1
AS,675,DEN,SEA,2,725,172,0
MQ,3295,DFW,CAE,5,845,135,0
EV,7103,BOS,IAD,2,988,102,1
WN,2484,DEN,MDW,6,520,140,0
WN,924,GEG,SEA,7,665,65,0
DL,1064,IND,ATL,3,1105,100,0
EV,7327,CAK,ATL,4,640,110,1
WN,573,CLE,MDW,5,840,80,0
OH,6747,RIC,JFK,5,795,85,1
US,1987,CLT,RSW,3,465,113,0
DL,2960,MIA,ATL,6,390,123,0
FL,1949,MCO,ATL,4,810,93,0
WN,31,LAX,ABQ,4,465,105,1
WN,149,SLC,MDW,6,480,195,1
CO,322,MSY,IAH,7,490,68,1
AA,1061,JFK,MIA,1,430,208,0
WN,1964,MKE,LAS,4,975,250,1
F9,326,MKE,BOS,2,470,133,0
US,2160,DCA,LGA,5,420,81,0
WN,277,LAX,MCI,4,435,190,0
MQ,3915,TUL,ORD,2,675,115,0
OO,6615,DEN,GTF,3,677,120,0
B6,1325,BOS,BWI,1,920,88,0
CO,1095,IAH,LAX,7,1260,223,1
YV,2636,CLT,DAB,4,881,93,1
US,787,CLT,ATL,4,1072,83,1
US,1628,MCO,PHL,2,375,138,0
OH,6423,DAY,DTW,1,335,75,0
YV,2631,EWR,CLT,6,375,115,0
AA,264,LAX,BOS,2,780,325,1
UA,609,ORD,SFO,5,716,289,1
WN,2672,BWI,PVD,7,1155,70,1
OO,6845,ASE,DEN,2,787,45,
9E,4131,IND,DTW,2,900,80,0
DL,1753,MSP,SEA,3,700,223,1
DL,1768,LAX,MSP,5,30,224,1
AA,689,DFW,SLC,5,600,170,1
OO,6832,SBA,SFO,7,365,87,0
XE,3075,EWR,PVD,2,760,59,1
AA,499,BDL,DFW,4,795,250,
WN,978,MCO,MDW,3,645,170,1
WN,847,PDX,OAK,3,495,105,1
FL,938,ATL,JAX,4,1330,69,1
DL,1420,LGA,CVG,1,1048,139,0
B6,453,BOS,FLL,7,574,204,1
9E,4161,IND,MEM,1,485,99,0
FL,325,ATL,SFO,3,525,342,1
DL,1726,FLL,ATL,2,965,122,1
EV,5215,ATL,BHM,4,570,57,1
EV,7075,IAD,JAX,6,1005,120,0
AA,1805,DFW,PHX,7,1235,155,0
B6,259,FLL,LGB,3,961,342,1
MQ,4212,ORD,BUF,3,720,95,0
US,498,DEN,CLT,3,55,179,0
XE,2614,CMH,EWR,6,370,94,0
OH,6280,EVV,CVG,1,510,58,0
XE,3146,PHX,IAH,4,1130,144,1
YV,7282,CHS,ORD,4,746,142,0
OH,6339,DTW,CID,2,530,113,0
XE,5934,ORD,IND,7,960,59,0
MQ,3964,BWI,ORD,7,665,130,0
US,31,OGG,PHX,3,1410,344,0
AA,1495,DFW,SMF,4,590,225,1
MQ,2784,DFW,TYR,1,585,45,0
AA,1584,LAS,DFW,5,360,160,
US,38,LAX,PHX,7,1075,82,0
OO,6469,BFL,SFO,7,998,76,1
UA,461,IAD,LAS,5,1044,329,0
WN,3035,BWI,BDL,6,460,70,0
WN,1702,BNA,LAS,6,715,260,1
9E,3949,DTW,MLI,1,540,94,0
WN,1475,BUR,LAS,6,540,60,1
MQ,3627,MIA,PNS,4,660,110,0
US,1498,LAX,CLT,7,1365,262,0
MQ,4625,LGA,RDU,3,360,100,0
AA,658,DFW,DAY,4,1145,130,0
WN,783,PHX,ELP,3,1205,65,1
CO,7,SAT,IAH,6,495,57,0
WN,595,MDW,SDF,2,985,65,1
OO,6238,LAS,FAT,5,1247,78,0
UA,147,SAN,SFO,2,413,104,1
WN,509,DEN,AUS,3,655,125,1
FL,923,MCI,ATL,7,390,125,0
XE,3073,GRR,EWR,2,1130,115,1
WN,59,SJC,PHX,2,670,110,0
MQ,4106,GRR,ORD,4,650,65,1
FL,635,BWI,DAY,5,952,89,0
OO,6234,LAX,DFW,2,471,177,
9E,3650,TUL,ATL,3,750,112,1
XE,2060,IAH,CVG,1,1190,138,1
XE,5995,IAD,BTV,1,737,87,0
9E,3675,ATL,FWA,6,1154,106,0
FL,1035,RSW,PIT,4,525,149,0
WN,11,MAF,DAL,4,480,70,1
F9,350,DEN,PHF,1,650,215,0
AA,527,BOS,MIA,6,640,215,0
WN,2004,LAS,BNA,3,1105,210,1
AA,349,FLL,DFW,4,950,195,
DL,1496,DEN,MSP,2,550,121,1
WN,550,PHX,SJC,1,385,125,0
MQ,3531,DFW,CLE,5,1150,145,1
AA,373,DFW,SNA,6,765,195,0
OO,6591,COS,IAD,5,537,183,0
FL,641,DEN,MKE,4,892,143,0
AA,1543,DFW,SAT,1,705,65,0
WN,1715,BOI,SEA,2,590,85,1
AA,246,KOA,LAX,3,1365,310,0
B6,434,MCO,BOS,5,965,164,1
US,94,PHX,PDX,2,1280,166,1
US,945,ABE,CLT,7,530,106,0
WN,1383,SLC,DEN,2,740,85,
WN,853,LAS,AUS,2,565,150,1
EV,5240,ICT,ATL,4,770,120,1
9E,3966,CVG,IAD,4,1135,95,0
DL,2832,SNA,SLC,4,989,106,1
F9,466,MKE,PIE,6,458,165,1
UA,259,MCO,DEN,2,695,253,
MQ,3282,DFW,JAN,2,760,80,1
CO,1569,SFO,IAH,2,655,224,1
OH,6635,BOS,JFK,5,615,86,1
OO,6554,FAR,DEN,4,998,122,
EV,5085,ATL,EWN,2,856,81,0
AA,1344,DFW,STL,5,825,95,0
EV,5601,ATL,DHN,5,1020,55,
WN,1386,MCI,PHX,5,760,185,1
DL,1418,MCO,ATL,6,390,93,0
UA,602,AUS,DEN,7,707,131,
WN,2992,SFO,MDW,4,430,250,1
B6,1790,DCA,BOS,5,390,85,0
UA,969,ORD,STT,6,513,285,0
WN,2181,PHX,HOU,3,1090,145,1
AA,406,STL,ORD,5,954,80,1
UA,306,LAX,BWI,1,558,302,1
DL,1247,ATL,CLT,5,820,69,1
DL,1471,ATL,OKC,5,1151,152,1
WN,1447,BNA,ECP,6,570,70,1
DL,1955,ATL,BNA,4,1372,65,0
AA,1196,LAX,ORD,5,585,245,1
WN,140,DEN,SJC,7,565,165,0
9E,4095,MSP,SBN,2,1150,91,0
AA,838,TPA,MIA,2,1055,70,0
US,1232,DCA,BDL,2,1275,70,1
AA,1230,SEA,DFW,7,1410,215,
US,29,PHX,LAX,3,890,86,0
WN,3232,JAX,FLL,6,450,70,0
AA,1536,DFW,BHM,3,575,95,0
XE,2720,ICT,IAH,4,1112,104,0
DL,1302,MEM,MSP,5,505,134,1
MQ,4476,DCA,JFK,4,715,65,0
B6,321,IAD,OAK,5,1131,354,1
OO,6588,DEN,ASE,5,910,43,1
UA,554,SAN,IAD,4,809,286,0
B6,598,MCO,HPN,1,1190,149,0
OH,6467,BOS,JFK,1,720,83,0
AA,1396,DFW,ORF,5,1070,160,0
XE,2000,IAH,SLC,4,685,203,1
WN,2264,BNA,BWI,3,390,100,0
MQ,3766,ORD,DEN,4,955,155,
DL,2771,MCI,ATL,2,765,119,0
AA,494,DFW,BWI,4,1155,165,1
OO,6485,PSP,SFO,7,1221,91,1
AA,636,ABQ,DFW,3,1040,105,
AA,1246,DFW,MIA,7,850,160,1
AA,2021,ORD,SJU,5,920,275,1
HA,43,SJC,HNL,5,540,340,0
DL,2724,JFK,MSP,4,960,210,1
US,335,LAX,PHX,5,470,88,0
OO,6240,SFO,SAN,6,557,86,1
WN,395,LIT,DAL,3,1105,65,1
DL,2861,ATL,TUS,4,674,258,0
OO,6461,YUM,IPL,6,1407,27,1
FL,1251,LEX,MCO,3,1078,115,1
YV,7293,IAD,LGA,7,737,81,1
WN,237,SLC,BWI,5,740,245,0
MQ,4267,ORD,EVV,1,1255,70,1
XE,2153,EWR,BNA,2,600,157,1
XE,2952,IAH,OKC,3,885,83,1
WN,1066,SLC,BOI,4,1045,70,1
AS,67,KTN,SIT,6,1022,61,0
WN,1996,LAX,LAS,5,890,65,1
XE,2532,MSY,EWR,3,584,175,1
OO,6463,SMF,LAX,7,375,95,0
AA,1919,ATL,DFW,4,1000,150,
AA,2256,SNA,DFW,2,800,170,
OH,6376,LGA,CVG,7,1170,148,0
9E,4039,GSP,ATL,3,455,85,0
WN,842,DEN,MSP,7,780,120,1
FL,1422,IND,TPA,5,1016,133,0
WN,756,DAL,AUS,1,615,50,0
AA,1602,ELP,DFW,3,360,100,
DL,1762,BNA,DTW,2,375,126,
DL,2799,MSP,PHX,4,875,201,1
MQ,2909,DFW,TYS,6,1110,115,0
XE,5955,ORD,TYS,5,865,85,1
WN,3659,AUS,HOU,3,1120,50,1
DL,2430,BNA,DTW,5,530,100,
DL,1280,ATL,JFK,4,575,144,0
WN,2434,RNO,MDW,6,755,230,1
DL,1715,ATL,SAV,2,1230,67,0
OO,6932,ORD,PAH,1,795,80,1
MQ,2947,FSM,DFW,4,1105,65,
B6,739,JFK,PSE,5,1439,223,1
DL,1290,ATL,DTW,7,1305,123,
OO,6974,RAP,DEN,2,480,76,
EV,5455,ATL,SDF,7,645,88,0
EV,5198,HPN,ATL,7,1140,156,1
US,270,IAH,PHX,6,360,172,0
US,1819,BOS,PHL,2,630,90,0
OO,4537,DEN,SLC,2,435,100,0
XE,2731,IAH,SHV,5,1130,55,0
OO,6664,MSN,DEN,4,622,168,
WN,2807,MCI,MCO,1,945,160,1
WN,1540,DEN,MDW,7,1155,135,1
US,1047,CLT,MCI,3,1188,151,0
9E,4278,AMA,MEM,1,965,121,1
OO,4770,SLC,CPR,3,1303,70,0
B6,635,BOS,SFO,3,1085,406,0
UA,722,PDX,ORD,4,536,240,0
US,310,LAS,CLT,7,575,248,0
DL,2016,DEN,ATL,5,960,173,1
HA,20,HNL,SMF,2,855,310,0
YV,2861,PHX,FLG,5,1068,60,1
US,1014,CLT,ORD,1,971,124,0
B6,186,SAN,JFK,5,1260,300,1
WN,1606,BOI,GEG,6,1010,65,1
AA,1922,ABQ,DFW,6,425,105,
WN,2906,MCO,MKE,3,635,175,0
WN,3575,BNA,MCI,1,1030,105,1
OO,3111,CAK,MKE,2,640,84,0
EV,5530,ATL,GTR,5,620,82,1
AA,2307,ORD,DFW,1,545,155,
CO,1847,MCO,CLE,4,1075,140,0
US,1623,FLL,PHX,4,1190,303,0
UA,848,DEN,IAH,3,756,144,0
WN,2911,DAL,MCI,6,1025,90,1
DL,1956,DEN,CVG,1,825,150,1
9E,3767,MSP,TUL,4,1315,120,1
B6,63,JFK,TPA,6,360,176,0
HA,167,KOA,HNL,2,698,42,0
WN,1227,RDU,PHL,7,645,75,0
