,letter,x-box,y-box,width,height,onpix,x-bar,y-bar,x2bar,y2bar,xybar,x2ybr,xy2br,x-ege,xegvy,y-ege,yegvx
11338,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,2,6,ERRORABC123!?,2,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,9,3,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
11339,Q,2,2,3,ERRORABC123!?,2,ERRORABC123!?,ERRORABC123!?,6,2,ERRORABC123!?,6,9,2,ERRORABC123!?,4,9
11340,R,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,8,7,5,6,ERRORABC123!?,3,ERRORABC123!?,7,6,ERRORABC123!?,11
11341,B,5,10,6,8,7,9,7,3,ERRORABC123!?,7,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,8,ERRORABC123!?,9
11342,ERRORABC123!?,4,11,5,8,4,ERRORABC123!?,6,ERRORABC123!?,7,6,6,6,3,ERRORABC123!?,10,ERRORABC123!?
11343,V,4,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,4,ERRORABC123!?,3,3,9,ERRORABC123!?,7,2,ERRORABC123!?,ERRORABC123!?,8
11344,ERRORABC123!?,ERRORABC123!?,11,8,8,4,8,2,2,ERRORABC123!?,6,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,7,ERRORABC123!?,ERRORABC123!?
11345,I,0,1,0,1,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,4,ERRORABC123!?,7,ERRORABC123!?,ERRORABC123!?,0,8,ERRORABC123!?,8
11346,W,ERRORABC123!?,5,ERRORABC123!?,4,ERRORABC123!?,6,ERRORABC123!?,4,3,8,7,ERRORABC123!?,ERRORABC123!?,11,3,ERRORABC123!?
11347,ERRORABC123!?,ERRORABC123!?,9,8,ERRORABC123!?,ERRORABC123!?,10,6,3,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,5,ERRORABC123!?,9,1,7
11348,M,ERRORABC123!?,ERRORABC123!?,7,8,ERRORABC123!?,8,6,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,8,7,8,6,2,ERRORABC123!?
11349,ERRORABC123!?,2,ERRORABC123!?,2,1,1,8,ERRORABC123!?,7,6,ERRORABC123!?,ERRORABC123!?,8,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,8
11350,X,5,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,4,ERRORABC123!?,7,1,8,ERRORABC123!?,5,ERRORABC123!?,3,ERRORABC123!?,4,ERRORABC123!?
11351,ERRORABC123!?,2,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,7,7,8,ERRORABC123!?,7,7,ERRORABC123!?,2,8,3,ERRORABC123!?
11352,P,3,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,4,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,10,ERRORABC123!?,7
11353,ERRORABC123!?,5,6,ERRORABC123!?,ERRORABC123!?,4,2,11,2,3,10,10,8,5,11,1,ERRORABC123!?
11354,G,4,ERRORABC123!?,5,ERRORABC123!?,ERRORABC123!?,6,7,7,7,10,8,ERRORABC123!?,2,9,4,9
11355,Z,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,1,7,7,5,8,6,6,ERRORABC123!?,2,ERRORABC123!?,6,8
11356,O,4,8,ERRORABC123!?,6,3,ERRORABC123!?,9,7,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,8,3,8
11357,ERRORABC123!?,3,8,4,6,2,ERRORABC123!?,7,5,8,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,0,8,ERRORABC123!?,ERRORABC123!?
11358,C,3,ERRORABC123!?,ERRORABC123!?,5,ERRORABC123!?,5,8,7,7,8,8,14,ERRORABC123!?,9,ERRORABC123!?,ERRORABC123!?
11359,ERRORABC123!?,3,4,5,2,ERRORABC123!?,9,6,3,ERRORABC123!?,9,4,6,ERRORABC123!?,6,2,ERRORABC123!?
11360,ERRORABC123!?,4,9,ERRORABC123!?,7,4,5,7,5,ERRORABC123!?,9,9,9,ERRORABC123!?,ERRORABC123!?,5,9
11361,U,ERRORABC123!?,13,7,7,ERRORABC123!?,ERRORABC123!?,5,4,4,6,7,ERRORABC123!?,ERRORABC123!?,7,ERRORABC123!?,ERRORABC123!?
11362,Q,ERRORABC123!?,ERRORABC123!?,6,ERRORABC123!?,5,ERRORABC123!?,7,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,8,3,8,5,10
11363,ERRORABC123!?,5,8,ERRORABC123!?,ERRORABC123!?,4,ERRORABC123!?,6,ERRORABC123!?,8,7,5,ERRORABC123!?,3,ERRORABC123!?,5,8
11364,ERRORABC123!?,ERRORABC123!?,8,ERRORABC123!?,6,4,6,11,ERRORABC123!?,7,8,11,8,2,12,1,ERRORABC123!?
11365,E,3,6,ERRORABC123!?,4,2,ERRORABC123!?,8,6,10,7,ERRORABC123!?,14,0,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
11366,R,ERRORABC123!?,9,6,6,ERRORABC123!?,ERRORABC123!?,13,9,ERRORABC123!?,7,2,9,ERRORABC123!?,7,ERRORABC123!?,ERRORABC123!?
11367,W,2,ERRORABC123!?,3,ERRORABC123!?,1,7,8,ERRORABC123!?,ERRORABC123!?,7,8,ERRORABC123!?,ERRORABC123!?,9,ERRORABC123!?,ERRORABC123!?
11368,Y,7,ERRORABC123!?,ERRORABC123!?,5,3,8,6,3,5,9,8,6,ERRORABC123!?,ERRORABC123!?,4,5
11369,V,ERRORABC123!?,10,7,7,8,8,7,ERRORABC123!?,ERRORABC123!?,8,ERRORABC123!?,8,5,10,ERRORABC123!?,ERRORABC123!?
11370,X,2,1,2,ERRORABC123!?,0,ERRORABC123!?,7,ERRORABC123!?,ERRORABC123!?,7,ERRORABC123!?,8,3,8,4,8
11371,Z,6,7,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,8,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
11372,ERRORABC123!?,ERRORABC123!?,4,3,ERRORABC123!?,2,7,5,ERRORABC123!?,5,ERRORABC123!?,13,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,8
11373,B,ERRORABC123!?,ERRORABC123!?,6,8,8,8,7,ERRORABC123!?,ERRORABC123!?,6,ERRORABC123!?,6,3,9,6,ERRORABC123!?
11374,C,7,10,8,8,8,6,6,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,6,ERRORABC123!?,5,ERRORABC123!?
11375,ERRORABC123!?,ERRORABC123!?,13,6,7,3,7,6,5,ERRORABC123!?,ERRORABC123!?,5,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,5,ERRORABC123!?
11376,G,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,4,ERRORABC123!?,ERRORABC123!?,6,4,2,9,ERRORABC123!?,8,3,9,7,7
11377,R,ERRORABC123!?,3,ERRORABC123!?,ERRORABC123!?,2,ERRORABC123!?,7,ERRORABC123!?,4,ERRORABC123!?,ERRORABC123!?,7,ERRORABC123!?,ERRORABC123!?,4,ERRORABC123!?
11378,Y,ERRORABC123!?,ERRORABC123!?,2,0,0,7,9,3,ERRORABC123!?,7,ERRORABC123!?,ERRORABC123!?,1,ERRORABC123!?,ERRORABC123!?,8
11379,S,6,10,7,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,5,ERRORABC123!?,8,11,4,ERRORABC123!?,2,ERRORABC123!?,5,10
11380,X,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,5,7,ERRORABC123!?,ERRORABC123!?,9,ERRORABC123!?,ERRORABC123!?,8,3,8,ERRORABC123!?,ERRORABC123!?
11381,Z,ERRORABC123!?,0,1,0,0,ERRORABC123!?,7,2,9,ERRORABC123!?,ERRORABC123!?,8,ERRORABC123!?,ERRORABC123!?,6,8
11382,P,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,3,9,ERRORABC123!?,5,ERRORABC123!?,12,ERRORABC123!?,ERRORABC123!?,5,ERRORABC123!?,ERRORABC123!?,8
11383,M,ERRORABC123!?,5,6,ERRORABC123!?,4,5,ERRORABC123!?,3,ERRORABC123!?,10,ERRORABC123!?,ERRORABC123!?,6,5,ERRORABC123!?,7
11384,S,6,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,9,6,ERRORABC123!?,8,11,4,8,2,ERRORABC123!?,ERRORABC123!?,11
11385,H,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,6,ERRORABC123!?,3,6,10,8,ERRORABC123!?,4,9,ERRORABC123!?,ERRORABC123!?
11386,ERRORABC123!?,6,11,ERRORABC123!?,9,8,10,7,ERRORABC123!?,4,ERRORABC123!?,5,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,10,5
11387,ERRORABC123!?,8,13,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,6,10,6,9,ERRORABC123!?,8,10,2,8,ERRORABC123!?,9
11388,W,ERRORABC123!?,ERRORABC123!?,9,ERRORABC123!?,ERRORABC123!?,4,ERRORABC123!?,ERRORABC123!?,2,9,8,7,ERRORABC123!?,12,ERRORABC123!?,ERRORABC123!?
11389,M,ERRORABC123!?,1,ERRORABC123!?,3,ERRORABC123!?,7,6,7,3,7,7,10,ERRORABC123!?,5,1,9
11390,C,ERRORABC123!?,7,ERRORABC123!?,ERRORABC123!?,2,ERRORABC123!?,8,7,7,9,ERRORABC123!?,13,1,ERRORABC123!?,ERRORABC123!?,10
11391,D,ERRORABC123!?,9,8,6,ERRORABC123!?,9,ERRORABC123!?,ERRORABC123!?,8,10,4,ERRORABC123!?,ERRORABC123!?,8,3,8
11392,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,4,1,6,8,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,12,1,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
11393,D,ERRORABC123!?,6,6,4,4,7,ERRORABC123!?,7,5,5,5,ERRORABC123!?,ERRORABC123!?,8,ERRORABC123!?,8
11394,ERRORABC123!?,ERRORABC123!?,6,ERRORABC123!?,4,3,ERRORABC123!?,8,3,6,9,3,ERRORABC123!?,3,ERRORABC123!?,4,10
11395,Z,3,2,4,3,ERRORABC123!?,ERRORABC123!?,7,5,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,8
11396,ERRORABC123!?,5,11,7,8,8,ERRORABC123!?,6,ERRORABC123!?,3,7,ERRORABC123!?,10,5,ERRORABC123!?,8,8
11397,ERRORABC123!?,3,ERRORABC123!?,5,6,7,8,9,5,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,7,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,8
11398,ERRORABC123!?,6,ERRORABC123!?,6,4,3,ERRORABC123!?,9,ERRORABC123!?,2,9,ERRORABC123!?,8,7,ERRORABC123!?,0,ERRORABC123!?
11399,ERRORABC123!?,ERRORABC123!?,11,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,8,ERRORABC123!?,ERRORABC123!?,0,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
11400,R,ERRORABC123!?,13,ERRORABC123!?,8,4,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,2,ERRORABC123!?,7,5,6,10
11401,J,ERRORABC123!?,ERRORABC123!?,2,ERRORABC123!?,1,14,2,ERRORABC123!?,5,13,1,ERRORABC123!?,ERRORABC123!?,7,0,ERRORABC123!?
11402,O,5,10,7,7,8,ERRORABC123!?,ERRORABC123!?,6,2,6,7,9,11,13,ERRORABC123!?,ERRORABC123!?
11403,U,ERRORABC123!?,11,ERRORABC123!?,8,12,8,ERRORABC123!?,ERRORABC123!?,4,6,ERRORABC123!?,8,8,ERRORABC123!?,6,ERRORABC123!?
11404,ERRORABC123!?,3,ERRORABC123!?,4,4,ERRORABC123!?,ERRORABC123!?,6,ERRORABC123!?,7,ERRORABC123!?,5,9,ERRORABC123!?,9,5,ERRORABC123!?
11405,K,5,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,9,7,10,4,4,5,6,9,ERRORABC123!?,8,7,8
11406,N,3,5,ERRORABC123!?,3,3,7,ERRORABC123!?,5,4,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,5,9,2,6
11407,A,6,ERRORABC123!?,8,8,ERRORABC123!?,7,8,ERRORABC123!?,4,6,5,ERRORABC123!?,3,ERRORABC123!?,8,5
11408,K,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,2,4,8,9,1,7,6,11,3,8,ERRORABC123!?,ERRORABC123!?
11409,ERRORABC123!?,3,5,4,4,3,6,ERRORABC123!?,5,ERRORABC123!?,9,8,9,3,7,5,ERRORABC123!?
11410,ERRORABC123!?,1,ERRORABC123!?,2,ERRORABC123!?,1,ERRORABC123!?,7,5,5,ERRORABC123!?,5,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,3,8
11411,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,2,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,7,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,10,ERRORABC123!?,ERRORABC123!?
11412,J,5,10,4,ERRORABC123!?,3,ERRORABC123!?,6,2,4,12,5,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,5,ERRORABC123!?
11413,N,ERRORABC123!?,5,ERRORABC123!?,3,2,7,ERRORABC123!?,2,ERRORABC123!?,ERRORABC123!?,6,6,5,ERRORABC123!?,ERRORABC123!?,7
11414,F,5,11,5,ERRORABC123!?,4,ERRORABC123!?,8,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,5,ERRORABC123!?,4,ERRORABC123!?,ERRORABC123!?,7
11415,C,4,ERRORABC123!?,3,ERRORABC123!?,2,7,ERRORABC123!?,4,ERRORABC123!?,ERRORABC123!?,8,8,3,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
11416,F,5,ERRORABC123!?,7,ERRORABC123!?,ERRORABC123!?,10,7,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,5,4,10,5,ERRORABC123!?
11417,ERRORABC123!?,3,ERRORABC123!?,ERRORABC123!?,6,2,3,ERRORABC123!?,6,ERRORABC123!?,ERRORABC123!?,6,14,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
11418,E,ERRORABC123!?,ERRORABC123!?,7,7,6,9,6,ERRORABC123!?,ERRORABC123!?,11,4,9,ERRORABC123!?,8,ERRORABC123!?,ERRORABC123!?
11419,M,3,6,4,ERRORABC123!?,ERRORABC123!?,7,5,ERRORABC123!?,1,7,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,5,ERRORABC123!?,9
11420,U,10,ERRORABC123!?,ERRORABC123!?,8,ERRORABC123!?,3,9,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,9,ERRORABC123!?,ERRORABC123!?,1,ERRORABC123!?
11421,ERRORABC123!?,6,10,ERRORABC123!?,8,5,ERRORABC123!?,7,4,7,10,8,15,4,9,ERRORABC123!?,6
11422,F,5,11,6,8,ERRORABC123!?,7,ERRORABC123!?,5,ERRORABC123!?,ERRORABC123!?,6,8,9,ERRORABC123!?,7,12
11423,U,5,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,6,7,8,4,ERRORABC123!?,4,7,9,ERRORABC123!?,ERRORABC123!?,1,8
11424,E,ERRORABC123!?,8,7,6,ERRORABC123!?,10,ERRORABC123!?,2,8,11,ERRORABC123!?,8,3,ERRORABC123!?,5,11
11425,ERRORABC123!?,4,10,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,5,ERRORABC123!?,7,10,7,ERRORABC123!?,ERRORABC123!?,1,9,4,8
11426,ERRORABC123!?,5,11,5,8,4,6,8,ERRORABC123!?,7,ERRORABC123!?,ERRORABC123!?,7,3,ERRORABC123!?,9,ERRORABC123!?
11427,G,1,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,0,8,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,6,5,9,1,7,5,10
11428,K,5,ERRORABC123!?,5,6,2,5,ERRORABC123!?,9,2,7,3,11,ERRORABC123!?,8,2,ERRORABC123!?
11429,W,4,ERRORABC123!?,ERRORABC123!?,7,6,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,7,9,8,7,ERRORABC123!?,0,8
11430,S,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,4,3,ERRORABC123!?,8,5,ERRORABC123!?,5,6,ERRORABC123!?,ERRORABC123!?,7,8,ERRORABC123!?
11431,ERRORABC123!?,ERRORABC123!?,1,2,1,1,8,8,4,0,7,8,8,6,ERRORABC123!?,0,8
11432,Y,6,6,ERRORABC123!?,9,3,7,11,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,10,5,4,ERRORABC123!?,ERRORABC123!?,8
11433,ERRORABC123!?,ERRORABC123!?,9,4,7,3,8,7,5,8,ERRORABC123!?,6,ERRORABC123!?,ERRORABC123!?,8,ERRORABC123!?,8
11434,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,4,8,7,4,ERRORABC123!?,6,6,8,4,ERRORABC123!?,1,ERRORABC123!?
11435,K,5,9,8,8,7,8,6,2,3,8,3,8,ERRORABC123!?,ERRORABC123!?,8,ERRORABC123!?
11436,V,3,8,ERRORABC123!?,ERRORABC123!?,1,ERRORABC123!?,8,ERRORABC123!?,ERRORABC123!?,6,ERRORABC123!?,8,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,8
11437,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,5,2,ERRORABC123!?,9,3,1,ERRORABC123!?,ERRORABC123!?,8,ERRORABC123!?,ERRORABC123!?,0,ERRORABC123!?
11438,M,4,6,ERRORABC123!?,4,ERRORABC123!?,ERRORABC123!?,7,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,9,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,0,8
11439,G,ERRORABC123!?,7,5,5,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,9,ERRORABC123!?,7,4,ERRORABC123!?
11440,U,ERRORABC123!?,6,5,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,4,4,6,ERRORABC123!?,8,ERRORABC123!?,ERRORABC123!?,1,ERRORABC123!?
11441,Q,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,5,ERRORABC123!?,ERRORABC123!?,8,3,ERRORABC123!?,7,10,3,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
11442,O,5,ERRORABC123!?,4,ERRORABC123!?,2,9,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,9,4,ERRORABC123!?,4,9,5,ERRORABC123!?
11443,X,ERRORABC123!?,5,5,ERRORABC123!?,ERRORABC123!?,7,ERRORABC123!?,2,4,7,6,ERRORABC123!?,2,9,7,7
11444,X,3,4,4,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,7,3,9,ERRORABC123!?,ERRORABC123!?,9,2,8,5,ERRORABC123!?
11445,ERRORABC123!?,ERRORABC123!?,4,5,6,2,4,13,ERRORABC123!?,ERRORABC123!?,10,6,ERRORABC123!?,1,10,4,8
11446,ERRORABC123!?,3,4,4,5,1,ERRORABC123!?,7,4,ERRORABC123!?,7,ERRORABC123!?,8,3,ERRORABC123!?,ERRORABC123!?,8
11447,I,2,ERRORABC123!?,3,ERRORABC123!?,4,8,7,0,7,7,6,8,0,ERRORABC123!?,3,ERRORABC123!?
11448,A,ERRORABC123!?,7,ERRORABC123!?,6,ERRORABC123!?,7,8,2,ERRORABC123!?,7,8,9,ERRORABC123!?,8,ERRORABC123!?,6
11449,W,5,ERRORABC123!?,5,4,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,3,2,9,ERRORABC123!?,7,6,11,2,6
11450,U,5,ERRORABC123!?,5,6,3,3,8,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,10,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,6
11451,ERRORABC123!?,ERRORABC123!?,5,5,ERRORABC123!?,2,ERRORABC123!?,12,4,4,11,ERRORABC123!?,7,ERRORABC123!?,10,1,ERRORABC123!?
11452,ERRORABC123!?,6,ERRORABC123!?,9,ERRORABC123!?,7,ERRORABC123!?,6,2,7,11,4,ERRORABC123!?,5,6,4,ERRORABC123!?
11453,T,ERRORABC123!?,2,5,4,ERRORABC123!?,9,ERRORABC123!?,ERRORABC123!?,7,5,11,ERRORABC123!?,2,11,1,8
11454,ERRORABC123!?,4,8,4,ERRORABC123!?,4,ERRORABC123!?,7,9,7,5,4,6,ERRORABC123!?,8,ERRORABC123!?,8
11455,D,3,8,4,6,ERRORABC123!?,ERRORABC123!?,7,10,8,7,6,5,ERRORABC123!?,8,4,ERRORABC123!?
11456,D,ERRORABC123!?,ERRORABC123!?,4,ERRORABC123!?,3,5,7,9,ERRORABC123!?,7,6,6,2,8,ERRORABC123!?,ERRORABC123!?
11457,U,ERRORABC123!?,8,ERRORABC123!?,ERRORABC123!?,3,ERRORABC123!?,ERRORABC123!?,6,ERRORABC123!?,13,ERRORABC123!?,8,3,9,1,ERRORABC123!?
11458,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,9,8,6,10,5,ERRORABC123!?,7,ERRORABC123!?,7,4,ERRORABC123!?,ERRORABC123!?,4,ERRORABC123!?
11459,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,4,ERRORABC123!?,9,4,ERRORABC123!?,4,ERRORABC123!?,11,6,ERRORABC123!?,2,7
11460,V,ERRORABC123!?,11,6,ERRORABC123!?,ERRORABC123!?,7,7,4,4,7,ERRORABC123!?,ERRORABC123!?,6,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
11461,V,ERRORABC123!?,5,ERRORABC123!?,4,2,ERRORABC123!?,12,3,3,ERRORABC123!?,11,7,ERRORABC123!?,10,1,7
11462,S,5,10,4,ERRORABC123!?,2,7,ERRORABC123!?,4,4,8,ERRORABC123!?,7,ERRORABC123!?,ERRORABC123!?,5,8
11463,ERRORABC123!?,2,2,3,3,ERRORABC123!?,ERRORABC123!?,8,6,2,ERRORABC123!?,7,9,2,9,ERRORABC123!?,10
11464,C,4,8,5,6,3,3,8,ERRORABC123!?,7,10,ERRORABC123!?,13,1,8,ERRORABC123!?,ERRORABC123!?
11465,ERRORABC123!?,3,ERRORABC123!?,ERRORABC123!?,6,4,7,5,5,4,ERRORABC123!?,ERRORABC123!?,9,ERRORABC123!?,9,ERRORABC123!?,ERRORABC123!?
11466,Z,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,2,ERRORABC123!?,8,ERRORABC123!?,ERRORABC123!?,6,7,ERRORABC123!?,1,ERRORABC123!?,ERRORABC123!?,8
11467,Y,ERRORABC123!?,4,4,ERRORABC123!?,2,6,ERRORABC123!?,1,ERRORABC123!?,ERRORABC123!?,11,8,ERRORABC123!?,11,2,ERRORABC123!?
11468,K,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,7,ERRORABC123!?,6,7,ERRORABC123!?,7,ERRORABC123!?,ERRORABC123!?,10,ERRORABC123!?,10,ERRORABC123!?,6
11469,Y,ERRORABC123!?,ERRORABC123!?,5,7,7,9,8,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,7,7,6,10,6,4
11470,ERRORABC123!?,7,11,9,8,6,8,ERRORABC123!?,ERRORABC123!?,6,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,5,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
11471,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,7,ERRORABC123!?,8,8,ERRORABC123!?,5,4,7,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,6,8
11472,ERRORABC123!?,ERRORABC123!?,2,4,ERRORABC123!?,ERRORABC123!?,7,6,7,ERRORABC123!?,7,ERRORABC123!?,7,ERRORABC123!?,8,ERRORABC123!?,7
11473,ERRORABC123!?,5,7,ERRORABC123!?,6,ERRORABC123!?,6,ERRORABC123!?,3,4,ERRORABC123!?,ERRORABC123!?,9,5,ERRORABC123!?,ERRORABC123!?,7
11474,ERRORABC123!?,2,3,ERRORABC123!?,2,ERRORABC123!?,7,8,2,ERRORABC123!?,ERRORABC123!?,6,8,3,ERRORABC123!?,2,8
11475,V,ERRORABC123!?,ERRORABC123!?,6,ERRORABC123!?,2,7,8,ERRORABC123!?,ERRORABC123!?,7,14,8,ERRORABC123!?,9,ERRORABC123!?,ERRORABC123!?
11476,ERRORABC123!?,4,ERRORABC123!?,5,ERRORABC123!?,4,ERRORABC123!?,9,ERRORABC123!?,ERRORABC123!?,8,8,4,1,ERRORABC123!?,4,7
11477,R,6,ERRORABC123!?,9,8,6,8,8,ERRORABC123!?,6,8,5,7,4,8,ERRORABC123!?,12
11478,P,4,ERRORABC123!?,5,5,4,ERRORABC123!?,ERRORABC123!?,6,ERRORABC123!?,9,ERRORABC123!?,4,2,ERRORABC123!?,4,ERRORABC123!?
11479,Z,ERRORABC123!?,7,6,5,3,6,9,ERRORABC123!?,9,ERRORABC123!?,9,7,ERRORABC123!?,9,6,ERRORABC123!?
11480,E,4,ERRORABC123!?,ERRORABC123!?,5,2,ERRORABC123!?,ERRORABC123!?,5,ERRORABC123!?,11,ERRORABC123!?,ERRORABC123!?,3,ERRORABC123!?,7,11
11481,Q,ERRORABC123!?,ERRORABC123!?,7,10,7,ERRORABC123!?,9,5,ERRORABC123!?,7,ERRORABC123!?,11,ERRORABC123!?,ERRORABC123!?,7,ERRORABC123!?
11482,Q,2,ERRORABC123!?,ERRORABC123!?,6,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,6,3,ERRORABC123!?,8,11,ERRORABC123!?,ERRORABC123!?,5,10
11483,X,2,7,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,7,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,7,6,8,3,8,4,ERRORABC123!?
11484,ERRORABC123!?,7,ERRORABC123!?,ERRORABC123!?,7,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,6,8,10,10,9,ERRORABC123!?,ERRORABC123!?,2,ERRORABC123!?
11485,N,ERRORABC123!?,ERRORABC123!?,8,6,ERRORABC123!?,ERRORABC123!?,10,4,4,ERRORABC123!?,11,9,ERRORABC123!?,8,ERRORABC123!?,7
11486,T,ERRORABC123!?,5,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,4,8,8,7,ERRORABC123!?,3,8,7,5
