median_house_value,median_income,housing_median_age,total_rooms,total_bedrooms,population,households,latitude,binaryClass
165600,4.0484,15,3207,647,1414,595,33.8,N
218100,4.8542,29,1454,236,724,262,33.79,N
222300,4.1339,26,-9999999,633,3657,617,33.79,N
221000,5.8622,30,4713,758,-9999999,730,33.8,N
196000,3.8681,31,2016,409,1095,405,33.8,N
235700,5.3041,-9999999,2733,460,1378,476,33.79,N
220100,2.9312,25,2070,513,1078,460,33.79,N
199600,,34,2590,603,1658,608,33.79,N
229200,4.6125,26,2577,434,1086,432,33.78,N
248000,4.25,24,3817,787,1656,713,33.78,N
211900,3.75,23,3114,610,2045,577,33.79,N
318500,6.58,25,4977,645,2061,646,33.78,N
270500,5.7934,-9999999,3589,507,1484,495,33.78,N
274700,5.4562,28,4485,667,2048,685,33.78,N
500001,12.2092,20,2819,319,1019,-9999999,33.82,N
500001,11.1228,17,2971,350,1180,346,33.83,N
500001,8.3637,22,3173,372,1181,355,33.82,N
431800,8.9257,19,3154,390,1404,384,33.81,N
500001,10.8111,22,2898,335,1057,324,33.82,N
456900,9.9055,19,2556,304,822,260,33.81,N
267600,5.7817,26,-9999999,456,1354,-9999999,33.82,N
150000,3.6953,23,1100,285,940,267,33.82,N
225600,2.8403,24,3550,-9999999,2828,834,33.81,N
244000,5.4395,-9999999,2662,402,1247,-9999999,33.81,N
234200,5.4298,28,1972,315,970,326,,N
236700,6.0705,30,2260,345,1182,341,33.81,N
200000,3.4234,46,1846,383,867,336,,N
236800,3.6827,52,2102,403,898,365,33.79,N
146400,3.1792,31,3523,922,2660,949,33.79,N
211000,3.8929,52,1963,430,1197,415,33.79,N
212100,,-9999999,3187,870,1977,852,33.78,N
215000,3.125,25,2635,660,1710,634,33.78,N
225000,4.575,16,2186,511,908,466,33.77,N
236400,2.4688,40,1251,336,-9999999,-9999999,33.79,N
187500,3.8929,34,1883,408,1227,424,33.79,N
178800,2.6959,21,2713,731,1952,722,33.78,N
168500,4.3039,21,2487,573,1515,494,33.78,
173500,4.7208,19,2813,567,1334,596,33.78,N
186000,3.7454,30,2022,-9999999,1196,463,33.78,N
190400,3.5172,35,1683,347,1242,335,33.8,N
194500,4.105,42,1024,191,483,187,33.79,N
219900,4.192,25,-9999999,545,1543,521,33.79,
190300,5.1418,32,1484,295,928,295,33.79,N
193800,2.8835,16,6352,1747,5085,-9999999,33.78,N
197900,3.3627,25,10336,2596,7111,2419,33.78,N
271700,6.6719,-9999999,2095,280,793,-9999999,33.84,N
-9999999,3.0087,19,1725,392,920,400,33.84,N
247300,5.1785,17,2830,502,1370,459,33.84,N
232400,5.6784,26,1904,292,945,-9999999,33.83,N
227100,5.3439,23,2377,-9999999,1101,408,33.83,N
219400,4.5217,23,4388,864,2526,846,33.84,N
153100,2.8235,34,1793,480,1722,441,33.8,N
248100,4.9917,26,4186,767,2447,777,33.81,N
234500,4.0417,32,1766,322,876,330,33.81,
216700,3.825,34,1593,283,872,255,33.8,N
194100,4.3269,40,1461,-9999999,1322,264,33.8,N
244900,4.0324,26,5574,1025,2607,988,33.81,N
222100,4.3661,35,1490,251,629,257,33.8,N
230600,,34,2004,331,843,328,,N
230900,,9,1682,291,1015,271,33.82,N
-9999999,4.7946,-9999999,10281,1689,-9999999,1629,33.82,N
232600,5.0629,23,6157,1129,2817,1073,33.84,N
182800,3.5521,-9999999,-9999999,744,2425,687,33.84,N
200800,5.6276,35,2984,446,1435,455,33.83,N
211800,3.8456,33,3065,611,2204,606,33.83,N
179100,4.8906,21,1591,298,904,297,33.82,N
187500,6.0224,38,51,12,41,10,33.8,N
216200,5.0605,24,1268,-9999999,700,224,33.82,N
140500,3.6761,18,-9999999,809,1894,726,33.82,N
280100,3.7604,-9999999,3082,536,1268,531,33.81,N
235400,5.3812,10,3381,729,1584,636,33.84,
238500,3.5893,26,-9999999,290,755,277,33.84,N
223800,3.7303,31,3301,712,-9999999,682,,N
231000,5.6163,27,2287,353,1140,351,33.83,N
241200,6.4685,22,3522,543,1706,524,33.83,N
266700,6.8407,25,1785,248,750,251,33.83,N
225000,3.8631,17,2247,705,1382,618,33.82,N
232000,6.0488,26,1783,298,1048,306,33.82,N
249400,5.9397,26,2435,346,1088,350,33.82,N
223900,3.7772,26,3924,781,2332,725,33.85,N
224700,4.375,34,1127,185,588,181,33.85,N
213900,6.1168,34,1410,214,837,240,33.84,N
225000,5.1782,33,1526,237,906,245,33.84,N
187100,4.325,31,3413,764,2326,728,33.85,N
193500,3.6,35,1756,328,1026,332,33.85,N
273000,3.875,18,2036,414,1292,380,33.85,N
186200,3.3375,32,1605,314,986,306,33.85,N
201300,3.2303,13,1583,474,1672,432,33.85,N
187400,3.5329,31,2043,468,1524,454,33.84,N
195100,2.8021,33,1587,374,1159,331,33.84,N
225000,2.3173,25,1234,351,507,285,33.85,N
262700,3.9286,25,1781,349,918,-9999999,33.84,N
237300,4.5,23,1678,369,912,347,33.84,N
231400,4.0724,25,1928,414,961,385,33.84,N
139000,4.5112,16,1545,-9999999,730,350,33.84,N
249200,5.1182,17,2395,410,1224,399,33.84,N
254100,4.2276,17,-9999999,1065,2427,1020,33.85,N
158500,4.9306,17,1131,236,622,244,33.85,N
166100,2.3704,38,2082,532,1592,510,33.85,N
223000,4.6111,45,2019,394,1549,377,33.84,N
170100,3.2344,44,1231,258,682,244,33.85,N
156700,2.7014,35,932,258,1147,267,33.85,N
175400,2.9583,35,1244,324,1603,322,33.84,N
180000,3.025,22,1178,289,865,294,33.85,N
162500,,29,1570,482,1849,430,,N
118100,1.9621,27,1962,544,1492,481,33.85,N
168600,3.3393,26,1888,-9999999,1550,458,33.85,N
178400,2.9474,33,2489,546,1857,444,,N
183900,3.875,31,2149,465,966,302,33.85,N
163900,4.2019,25,1026,288,1646,283,33.85,N
196900,3.2188,36,2147,416,1011,392,33.85,N
186200,4.275,37,588,121,436,-9999999,33.85,N
189900,3.2301,23,2870,653,-9999999,-9999999,,N
203500,,13,6963,1426,3892,1375,33.85,N
189200,4.125,35,1175,191,568,186,33.85,N
182900,4.0061,30,2513,476,1611,472,33.85,N
185700,4.8438,36,-9999999,365,1254,358,33.85,N
183700,3.4028,32,1378,492,1202,448,33.84,N
173400,3.75,19,1749,-9999999,969,391,33.84,N
180000,3.5455,34,1229,215,1035,218,33.84,N
135400,3.1884,25,4016,831,2166,774,33.84,N
182100,3.6214,-9999999,604,207,615,212,33.84,N
181500,4.765,23,2089,377,1085,362,33.85,N
191100,3.9539,33,2291,-9999999,1187,405,33.84,N
189600,5.0747,35,984,179,661,199,33.84,N
170700,5.1057,45,818,147,546,152,33.85,N
186300,3.4583,31,2265,537,1617,507,33.84,
186800,4.8667,34,874,153,549,153,33.84,N
190200,5.25,35,793,-9999999,589,137,33.84,N
191700,4.2679,25,2471,518,1539,500,33.84,N
219000,2.8348,18,1063,209,462,223,,N
255500,4.9115,31,2982,547,1895,570,33.84,N
187500,,16,2035,564,1118,503,33.83,N
220700,,-9999999,1252,225,714,226,33.84,N
185800,3.3006,17,3506,992,2104,893,33.83,N
204700,3.2326,21,2253,580,1536,500,33.82,N
225900,4.0625,31,1960,380,1356,356,33.82,N
202300,2.5577,24,4639,1374,3093,1257,33.83,N
219600,2.4609,23,1086,268,825,250,33.83,N
196100,3.9333,26,1718,385,1022,-9999999,33.83,N
212500,2.2401,24,2578,580,1217,529,33.83,N
224800,4.5294,18,2947,559,1820,551,33.82,N
199000,3.2539,25,3434,835,1749,657,33.83,N
252100,3.1538,19,1991,528,-9999999,460,33.82,N
191400,5.2657,-9999999,-9999999,252,916,248,33.83,N
215500,4.1167,33,2342,475,1367,509,33.82,N
228500,3.2823,17,3419,932,2460,766,33.83,N
200000,4.9219,34,1038,175,578,174,33.82,N
218100,5.5486,-9999999,1290,220,867,241,33.82,N
230800,6.213,32,1133,166,523,187,33.83,N
200900,4.0185,22,3310,688,1807,674,33.83,N
205200,2.9891,26,2335,504,1121,502,33.82,N
197700,3.7655,26,4013,985,2442,922,33.82,N
197400,3.3831,30,2838,649,1758,593,33.83,N
137500,3.1315,18,2067,770,-9999999,541,33.83,N
298900,6.1001,29,1194,176,474,170,33.83,N
171400,3.65,18,3418,815,1961,773,33.84,N
350000,3.25,20,812,192,494,172,33.83,N
217800,4.9394,31,2421,389,1348,413,33.83,N
215400,3.8828,34,1347,212,676,-9999999,33.82,N
196900,3.4,27,1366,326,878,325,,N
213200,3.6875,29,2929,640,1618,584,33.82,N
216700,5.0599,35,1107,207,641,210,33.83,N
220800,6.3214,-9999999,982,148,498,156,33.83,N
210900,3.8214,36,1380,-9999999,690,234,33.83,N
186300,2.4942,32,1792,411,1131,-9999999,33.83,N
187200,4.3583,36,2360,405,1479,386,33.82,N
-9999999,2.3347,29,1422,409,1057,390,33.82,N
228600,5.0764,24,4735,955,2600,868,33.82,N
198800,3.0179,28,2444,555,1848,567,33.82,N
220000,3.2969,38,1316,263,-9999999,278,33.84,N
171300,2.5564,6,3136,990,1894,859,33.83,N
201900,3.375,30,1561,381,1104,391,33.83,N
287100,6.0531,34,2160,298,852,305,33.84,N
282500,3.475,26,2811,-9999999,1374,566,33.84,N
350000,2.2716,26,1156,393,1880,400,33.84,N
164700,2.8072,23,2459,689,2720,598,33.83,N
175000,1.119,9,1160,368,735,325,33.83,N
212500,1.425,17,382,86,272,81,33.83,N
165400,1.5903,16,919,253,912,249,33.84,N
168100,3.125,25,1021,252,975,258,33.84,N
160600,3.6607,47,504,113,375,109,33.83,N
161400,3.0288,37,1039,260,719,243,33.83,N
179300,5.0275,36,1072,193,639,196,33.83,N
166400,3.6042,52,-9999999,301,855,293,33.83,N
170800,2.5509,32,1855,527,2568,504,33.83,N
166900,2.4931,-9999999,1187,302,1003,275,33.82,N
152400,4.5057,10,1548,506,1535,424,33.82,N
184600,2.9479,32,2696,640,2330,626,33.82,N
182900,2.3843,29,1444,326,1038,271,33.82,N
153100,2.5625,18,1181,353,781,340,33.81,N
179600,3.7014,32,-9999999,307,1331,284,33.82,N
166300,4.8981,18,3291,587,1640,563,33.81,N
205100,5.6047,34,988,173,759,184,33.81,N
218000,4.2731,34,3903,717,2054,716,33.8,N
159500,4.6696,17,1317,256,679,272,,N
45000,2.9231,21,1342,326,748,335,33.8,N
157500,2.4833,22,2964,829,2639,771,33.8,N
350000,3.0789,23,1368,397,1940,358,33.8,N
212500,4.375,27,2176,442,1440,418,33.8,N
238000,4.2759,33,1891,334,932,343,33.81,N
214300,3.256,25,1731,482,1127,455,33.81,
227400,5.8461,34,-9999999,203,664,204,33.81,N
243200,4.5714,-9999999,1589,259,735,315,33.81,N
254800,4.9429,28,2914,489,1500,499,33.8,N
172200,3.6771,24,4602,1131,3003,1014,33.81,N
231900,4.8611,29,1672,267,-9999999,281,33.8,N
208700,4.0735,35,1068,190,514,174,33.82,N
224700,4.3269,35,1117,181,496,168,33.82,N
183400,3.63,32,2856,622,1499,-9999999,33.82,N
197400,3.7917,32,2726,556,1513,531,33.82,N
195200,4.7667,30,729,-9999999,488,139,33.8,N
-9999999,5.2384,35,1153,192,884,208,,N
182500,4.7772,34,-9999999,277,980,-9999999,33.81,N
-9999999,4.7738,35,1996,326,1409,330,33.81,N
180400,3.707,29,2176,468,1632,428,,N
-9999999,3.6422,19,1199,251,730,276,33.82,N
195200,5.118,33,-9999999,291,943,285,33.81,N
183900,4.4663,34,1941,356,1021,339,33.81,N
240700,4.025,24,2749,498,1367,460,,N
201800,4.3636,-9999999,2970,547,1869,539,33.81,N
174700,3.5268,22,2642,640,1702,588,33.81,N
177100,4.5179,25,1831,345,809,339,33.81,
202800,3.1087,24,3002,644,-9999999,634,33.82,N
153800,4.1276,13,-9999999,605,1749,628,33.81,N
146300,3.7059,17,2142,436,946,412,33.81,N
162500,3.975,18,383,94,-9999999,98,33.8,N
196500,2.8835,17,1530,404,883,344,33.81,N
189600,2.8625,21,2281,-9999999,1510,460,33.82,N
182900,2.4526,23,3284,795,3257,758,33.81,N
153100,2.2,42,-9999999,40,157,50,33.81,N
162500,4.1667,46,38,8,66,14,33.81,N
181800,2.582,28,3528,816,2304,764,33.81,N
183100,3.7201,18,3751,878,2281,815,33.81,N
215600,5.152,35,897,156,479,161,33.81,N
206300,2.8042,26,4022,1081,2457,1001,33.81,N
180600,4.485,30,2406,462,1753,456,33.81,
180800,3.3281,25,3179,639,2526,623,33.8,N
169000,4.5263,33,2064,324,1384,315,33.79,N
190500,3.1801,29,2470,560,1589,513,33.79,N
167800,3.9566,35,2301,467,2272,454,33.79,N
227500,5.4876,35,2114,341,1077,343,33.8,N
179700,4.1115,35,2356,478,1659,-9999999,33.79,N
191400,,32,2161,432,1503,402,33.8,N
225600,5.4631,35,2985,474,1614,453,33.8,N
211400,3.6849,33,3268,641,-9999999,591,33.79,N
143500,3.6531,18,3679,694,1820,652,33.79,N
213000,3.5313,15,4273,993,2300,946,33.78,N
213300,3.2857,-9999999,2695,-9999999,1888,683,33.79,N
187500,3.9798,31,2825,546,-9999999,563,33.78,N
224200,4.1818,34,2456,410,1289,442,33.79,N
173900,3.1049,19,7399,1698,-9999999,1593,33.78,N
203800,3.9479,35,3148,597,2110,587,33.78,N
180200,3.2636,22,4255,971,2901,-9999999,33.78,N
231300,3.4821,33,1984,420,1119,387,33.8,N
221800,5.2816,36,2398,403,1261,-9999999,33.79,N
218000,5.244,35,1493,267,811,272,33.8,N
188400,4.425,33,2362,394,1185,387,33.8,N
218300,5.6935,34,2584,408,1233,405,33.79,N
191000,3.9536,26,4115,883,2184,825,33.78,N
214500,2.0677,-9999999,-9999999,501,1170,482,33.79,N
229200,6.37,35,1330,201,658,217,33.78,N
214300,2.8,23,2757,734,1811,707,33.8,N
190600,4.4667,34,2912,520,1625,501,33.79,N
214600,4.6389,34,1654,285,905,292,33.8,N
215700,5.237,32,1219,192,634,197,33.8,N
236500,4.7986,24,4179,784,1902,733,33.79,N
231300,4.3906,36,2169,359,-9999999,370,33.78,N
199200,4.7731,34,2627,468,1409,450,33.78,N
190800,4.0909,36,2363,403,1240,391,33.79,N
193400,5.2129,34,3592,-9999999,2138,605,,N
190500,4.5739,35,1785,288,1033,297,33.79,N
198700,3.1726,29,3692,969,2683,881,33.79,N
184300,2.8622,26,2737,614,1877,606,,N
170300,4.25,-9999999,4417,1054,2759,983,,N
177900,4.0362,33,2729,549,2223,535,33.78,N
182300,3.9018,28,4380,820,2187,835,33.78,N
190300,3.522,28,3614,-9999999,3282,889,33.77,N
184000,3.045,26,4297,1037,3596,967,33.78,N
186500,3.4837,35,1654,323,1065,354,33.78,N
133800,2.9726,-9999999,3553,1035,2017,986,33.78,N
170800,4.5052,-9999999,714,142,-9999999,-9999999,33.77,N
175900,3.2591,33,2964,747,2235,718,33.77,N
171100,3.8056,11,2880,745,1806,722,33.78,N
166100,3.0125,40,299,68,163,70,33.78,N
190700,4.5833,36,3157,582,1842,561,33.77,N
236100,2.4931,26,2136,557,1528,537,33.78,N
-9999999,3.7303,32,2296,560,1376,532,33.78,N
269300,4.875,33,1520,239,658,-9999999,33.78,N
181800,4.1917,38,1476,308,1114,309,33.77,N
180900,3.2632,38,989,246,-9999999,204,33.77,N
-9999999,4.1321,32,4398,905,2777,884,33.77,N
162200,2.9414,20,1988,424,1277,425,33.77,N
350000,2.7157,25,1295,417,856,342,33.77,N
179600,2.6618,22,2244,575,-9999999,-9999999,33.77,N
160900,3.4955,15,2081,531,1617,561,33.77,N
169800,3.6333,7,2252,570,1576,550,33.77,N
-9999999,3.1771,18,1862,399,1301,369,33.76,N
174200,4.0955,22,3236,673,2034,662,33.77,N
196900,4.32,29,1518,312,1086,317,33.76,N
187500,4.7464,28,1386,272,901,294,33.76,N
189500,4.2813,24,-9999999,290,1012,306,33.76,N
193900,3.7734,22,2520,556,2126,527,33.76,N
176100,2.7986,-9999999,2509,-9999999,1814,547,33.75,N
188000,4.1295,29,1829,366,1703,343,33.76,N
184200,4.2386,27,2512,506,1861,511,33.76,N
176200,3.7232,33,1441,337,1233,331,33.76,N
191400,4.3512,24,3956,812,3196,795,33.76,N
186700,4.015,-9999999,5268,1093,4480,1050,33.75,N
237300,4.6167,25,-9999999,208,852,229,33.75,N
196300,2.78,22,2300,539,1625,542,33.75,N
276100,6.6355,19,1983,283,1098,275,33.75,N
231400,5.1416,24,2027,358,1405,341,33.75,N
183900,4.0508,27,1712,325,1036,345,33.76,N
-9999999,3.9107,26,3361,722,2709,648,33.75,N
-9999999,3.75,32,1564,270,973,290,33.75,N
174100,4.1577,-9999999,3202,703,3308,714,33.76,N
-9999999,4.2219,24,1380,339,1472,304,33.75,N
141600,3.5967,15,2448,602,1666,575,33.75,N
161800,3.371,17,3341,-9999999,3381,825,33.76,N
177900,4.05,21,2884,662,2613,645,33.76,N
137500,3.3629,8,2325,598,1511,565,33.75,
147500,4.0313,19,1920,471,1413,432,33.75,N
194800,4.4732,29,2577,445,1849,470,33.77,N
182300,3.9613,35,2002,378,1726,387,33.77,
190400,3.0902,26,5556,1398,4545,1333,33.77,N
167400,3.8506,22,7531,1569,5254,1523,33.76,N
174300,,26,784,177,662,169,33.76,N
215100,,20,4413,1189,4818,1063,33.76,N
156300,2.6442,23,893,223,1149,216,33.75,N
142800,3.0625,32,790,199,1196,201,33.75,N
160000,3.0635,8,2346,679,3842,674,33.75,N
-9999999,3.9219,15,1206,282,677,270,33.74,N
153000,3.1403,30,1654,434,1843,467,33.74,N
87500,3.3017,5,639,197,666,197,33.74,N
186500,3.1773,13,4620,1265,3385,-9999999,33.74,N
159700,2.1838,18,1639,-9999999,2513,458,33.74,N
162500,3.3846,15,-9999999,214,1394,244,33.74,N
189300,4.3882,24,5321,1063,4011,1047,33.74,N
179500,3.9816,-9999999,3662,834,3009,-9999999,33.73,N
207200,4.2222,24,4248,840,3118,798,33.74,
211400,5.2563,24,4197,718,2468,714,33.73,N
201200,3.7162,16,2768,600,1182,563,33.74,N
225200,5.4485,25,1393,243,976,245,33.74,
271900,5.9838,21,3576,554,1846,538,33.74,N
160500,4.1603,-9999999,1989,411,1401,453,33.7,N
230000,4.4766,24,2308,464,1101,407,33.71,N
218800,3.6696,19,1967,487,1251,404,33.71,N
229600,4.8611,26,1905,373,1098,368,33.71,N
224800,,26,1374,234,731,244,33.68,N
273800,4.6452,23,1722,316,865,309,33.68,N
230700,4.7656,25,2004,349,1085,343,33.68,N
219200,2.3674,18,2594,539,817,485,33.68,N
152100,4.25,24,6517,1279,3441,1198,33.68,N
260900,5.7301,26,3653,568,1930,585,33.68,N
230400,4.875,26,1417,264,817,261,33.69,N
265000,5.0287,26,2249,344,1311,-9999999,33.68,N
239200,5.5312,27,1732,303,1115,308,33.68,N
252800,3.6364,19,1028,191,340,-9999999,33.68,N
137300,3.0417,25,1611,383,554,327,33.67,N
372400,8.289,25,1799,233,810,265,33.67,N
329800,6.8226,26,1787,227,639,224,33.66,N
337400,7.3719,22,2785,441,1086,392,33.66,N
197900,3.7315,22,3335,754,1500,719,33.65,
211300,4.2159,18,1027,206,436,180,33.65,N
294900,6.5501,22,3592,527,1598,523,33.65,N
137500,3.8187,20,1851,495,792,363,33.64,N
139200,4.2566,16,1735,380,784,360,33.74,N
262000,3.599,18,2814,539,1439,493,33.74,N
222500,5.7121,27,2097,325,1217,331,33.73,N
224200,5.0875,26,1694,260,885,279,33.73,N
230000,4.1484,19,1783,415,1025,383,,N
347600,6.6324,22,3479,455,1454,488,33.73,N
-9999999,7.2845,19,4154,560,2130,589,33.73,N
273400,5.4286,24,2991,500,1437,453,33.72,N
288000,5.9582,21,3107,483,1688,503,33.72,N
318200,6.8645,23,3929,559,1858,538,33.72,N
295600,6.7919,19,4021,557,1872,545,33.73,N
319500,7.6709,17,4461,585,2095,580,33.72,N
205800,,17,1692,293,934,280,33.73,N
225800,3.9929,14,5147,1182,3171,1126,33.73,N
274200,5.5501,17,3318,-9999999,1520,498,33.72,N
342600,5.5702,19,4328,849,2243,808,33.71,N
290900,3.4133,16,6058,1715,3285,1495,33.71,N
304500,4.5962,-9999999,1624,221,782,228,33.71,N
306500,6.1092,20,2781,407,-9999999,408,33.71,N
276500,5.9449,18,3695,602,1779,572,33.71,N
158800,4.1366,10,2775,717,1581,633,33.71,N
284500,6.1181,18,4827,718,2471,716,33.7,N
284600,6.9261,24,4269,618,1954,597,,N
231900,5.343,17,5781,924,2585,915,33.7,N
350200,7.0907,22,3957,520,1774,527,33.69,N
292000,,21,4112,580,1886,581,33.69,N
390500,7.8195,16,5127,631,2142,596,33.7,N
279300,5.3428,23,4417,740,1865,693,33.7,N
289600,4.725,23,2622,-9999999,1103,407,33.7,N
290400,6.091,20,3123,441,1319,432,33.69,N
316700,7.7313,17,2500,343,1242,368,33.69,N
278000,6.3749,24,3451,504,1736,493,33.7,N
264600,5.6825,24,3430,548,-9999999,-9999999,33.71,N
252900,5.3737,26,2553,405,1337,411,33.71,N
286100,5.8195,25,3273,478,1645,497,33.71,N
229400,4.0345,25,2017,357,1063,369,33.7,N
239200,4.4148,17,1997,340,952,341,33.7,N
213000,3.7479,17,3386,729,1715,-9999999,33.69,N
247200,5.7117,16,2437,438,986,422,33.69,N
265100,,25,3906,660,1809,622,33.67,N
281500,5.8541,22,3914,600,1871,-9999999,33.66,N
382100,7.0173,16,5143,-9999999,2209,637,33.67,N
333300,7.5699,19,5925,744,2302,729,,N
350600,7.0151,23,5379,684,1826,555,33.65,N
339300,5.3674,26,2379,-9999999,988,346,33.65,N
344000,6.1572,25,2482,360,960,352,33.63,N
289800,5.7395,24,4462,689,1943,712,33.65,N
343300,7.8453,21,2030,318,910,311,33.65,N
363100,4.0229,18,3603,879,1549,756,33.65,N
383900,6.8939,17,2054,-9999999,836,288,33.61,N
269800,6.2984,18,3698,574,2046,614,33.73,N
219700,3.4679,18,3833,1056,2192,996,33.73,N
240400,6.0494,24,2826,547,1738,546,,
243100,5.2655,28,3109,561,1891,562,33.72,N
264700,5.8252,7,5664,1174,2493,1101,33.67,
279400,6.1624,26,3527,547,1615,542,33.66,N
330700,6.979,17,4466,640,2166,666,33.67,N
180300,2.8061,14,6090,1338,1974,1248,33.66,N
369100,7.3982,14,3396,477,-9999999,472,33.68,N
281900,6.2473,24,4177,624,1704,606,33.68,N
332900,,17,2603,373,1265,382,,N
390800,7.3731,16,4508,598,2221,623,,N
232100,,-9999999,1616,292,700,241,,N
447700,,13,2902,536,1125,490,33.67,N
397600,5.041,16,3581,780,1644,774,33.67,N
429200,4.355,19,4559,1045,1949,910,33.66,N
442700,4.2289,25,4041,903,1689,784,33.66,N
408300,,38,2548,646,755,399,33.65,N
273600,4.7245,13,4000,883,1999,881,33.68,N
186900,3.5848,18,-9999999,462,1047,451,33.68,N
234600,4.2165,15,3141,664,-9999999,633,33.67,
216700,3.4899,14,3305,841,2272,769,33.68,N
282200,4.625,19,3808,790,1776,756,33.67,N
350000,4.0385,12,2228,-9999999,1122,488,,N
262500,3.5859,17,1692,427,903,-9999999,33.67,N
252900,3.2353,16,2809,708,1260,638,33.66,N
353100,4.6591,29,-9999999,293,613,236,33.66,N
268800,,14,3155,653,951,575,33.66,N
271400,4.3409,11,3969,834,1508,754,33.62,
477700,10.1154,5,7017,935,2427,867,33.65,N
285400,6.4858,12,5241,985,2048,943,33.68,N
387800,4.8125,34,3712,667,1521,632,33.67,N
279700,4.0121,19,4808,1029,2422,971,33.71,N
237500,2.7614,18,1994,578,3031,577,33.71,N
216700,2.7865,17,1600,458,1803,432,33.71,N
331900,5.3886,23,5554,-9999999,2408,936,33.71,N
285700,6.3047,23,5069,770,2473,769,33.7,N
267800,4.4453,22,8844,1706,4404,1594,33.72,N
302500,6.7418,23,4095,578,1766,589,33.73,N
336900,5.1384,24,6393,1141,2743,1057,33.73,N
261000,5.163,-9999999,5203,957,2465,946,33.72,N
237800,4.6649,24,7141,1330,3418,1268,33.72,N
250900,3.8365,24,2104,421,1181,414,33.73,N
342800,6.7395,26,2236,280,809,282,33.73,
220800,3.1912,20,3182,884,-9999999,817,33.73,N
255700,5.5514,26,1787,275,801,270,33.72,N
134800,4.2875,17,2801,649,1473,535,33.72,N
188500,3.628,14,-9999999,537,1338,475,33.72,N
295600,4.7515,18,-9999999,1357,3079,1248,33.71,N
302700,7.248,24,3856,567,1741,588,33.7,N
500001,11.5199,3,945,115,337,123,33.69,N
248800,4.625,13,4013,903,1999,859,33.7,N
216400,5.3259,16,1476,294,886,270,33.69,N
350000,1.6705,12,2480,858,1441,788,33.69,N
287800,5.8623,24,2598,-9999999,1184,435,33.71,N
395300,7.7854,15,3244,421,1259,413,33.7,N
271400,6.0,26,1483,251,738,235,33.71,N
437900,9.5268,13,5126,711,2429,718,33.67,N
169400,4.7821,14,-9999999,1048,2222,963,33.72,N
188900,4.1862,14,2673,687,1192,656,33.72,N
182500,4.0238,15,1836,490,942,-9999999,33.72,N
295100,5.883,13,4770,969,2261,972,33.7,
396900,6.0102,12,4014,868,1605,769,33.71,
380000,6.6188,32,6239,974,2615,950,33.75,N
400000,,37,997,262,-9999999,282,33.74,N
-9999999,5.4011,15,2569,812,785,477,33.75,N
500001,4.8482,-9999999,1222,303,565,309,33.74,N
422200,4.6369,44,1671,390,871,367,33.74,N
390500,5.0926,24,1608,314,592,314,33.75,N
495500,4.537,33,2119,524,872,465,33.74,N
457100,4.6528,31,1310,-9999999,563,310,33.74,N
500001,5.0476,32,1258,333,645,334,33.73,N
500001,4.2287,32,2035,-9999999,934,512,33.74,N
485000,4.9044,24,1240,296,513,254,33.72,N
500001,5.1824,32,1179,250,369,209,33.72,N
500001,8.7397,19,1397,271,491,197,33.71,N
500001,5.7704,17,4573,937,1619,796,33.72,N
461600,8.8281,25,4150,570,1424,547,33.71,N
500001,9.8177,22,-9999999,531,1426,533,33.72,N
401700,9.8346,13,-9999999,313,643,303,33.73,N
500001,15.0001,-9999999,2665,331,964,319,33.72,N
500001,10.5424,16,4392,602,1490,578,33.73,N
-9999999,7.1673,14,2021,396,696,-9999999,33.72,N
266100,5.0699,25,2472,-9999999,1301,467,33.73,N
226100,,17,1875,472,900,406,33.72,N
174500,3.8038,22,5416,1271,2260,1184,33.72,N
62000,1.8015,26,1388,409,515,392,33.77,N
87500,2.1944,26,2461,562,971,544,33.77,N
67500,2.2708,26,2013,551,664,510,33.77,
